Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.83336160827018,10.236420287281,43833.46672417201,319,1.1069745872366854,0.0006864116067645,-0.0006610451982473
2,0.8354515780225301,10.12045260853,43230.56860630464,315,1.105861605116567,0.0007077631808828,-0.0006812408872358
3,0.8333617429618001,10.3115036194,43796.571378395085,319,1.105697815690836,0.000689401343757,-0.000664643274009
4,0.83598024323094,10.069696779326,43101.16956716705,314,1.1042576965641486,0.0007053546229506,-0.0006793427810001
5,0.83597388639375,10.050909886133,43080.93572745396,314,1.1049495429145315,0.000691825931181,-0.0006662041885019
6,0.83754061699082,9.9980383392425,42738.43148637827,311,1.1034364924530238,0.0007183972630877,-0.0006921757217424
7,0.83649862598039,10.070371801608,42864.03374023639,313,1.1025336072308956,0.0007453200266209,-0.00071814639264
8,0.83649560112914,10.037878682719,42989.5069155784,313,1.1072731211636664,0.0006894350143298,-0.000663161567359
9,0.8349288544554899,10.091847753754,43435.83911588887,316,1.1046210949582431,0.0007088955843079,-0.0006827228965963
10,0.83388405812676,10.206549639905,43664.825241614955,318,1.1051536920375915,0.0006682423061192,-0.0006437864794004
11,0.83283982079625,10.347567354035,43892.25912843992,320,1.1094983856735012,0.0006720127362782,-0.0006464024173621
